JANUARY2020,3.0,3.0,6.0,31.0
FEBRUARY2020,1.0,30.0,7.0,9.0
MARCH2020,39.0,29.0,39.0,0.0
APRIL2020,32.0,32.0,29.0,36.0
MAY2020,7.0,24.0,18.0,27.0
JUNE2020,32.0,0.0,14.0,27.0
JULY2020,26.0,12.0,35.0,2.0
AUGUST2020,23.0,38.0,36.0,13.0
SEPTEMBER2020,11.0,20.0,39.0,9.0
OCTOBER2020,2.0,28.0,23.0,15.0
NOVEMBER2020,7.0,7.0,37.0,20.0
DECEMBER2020,10.0,18.0,19.0,27.0
JANUARY2021,29.0,37.0,25.0,4.0
FEBRUARY2021,32.0,29.0,7.0,23.0
MARCH2021,6.0,35.0,36.0,0.0
APRIL2021,37.0,4.0,14.0,26.0
MAY2021,0.0,4.0,20.0,34.0
JUNE2021,31.0,31.0,31.0,11.0
JULY2021,29.0,22.0,19.0,2.0
AUGUST2021,29.0,36.0,36.0,4.0
SEPTEMBER2021,14.0,31.0,19.0,7.0
OCTOBER2021,27.0,17.0,35.0,14.0
NOVEMBER2021,25.0,2.0,17.0,30.0
DECEMBER2021,35.0,24.0,25.0,3.0
JANUARY2022,15.0,29.0,5.0,37.0
FEBRUARY2022,7.0,2.0,0.0,8.0
MARCH2022,2.0,36.0,34.0,13.0
APRIL2022,30.0,13.0,0.0,15.0
MAY2022,15.0,26.0,8.0,14.0
JUNE2022,8.0,26.0,11.0,32.0
JULY2022,35.0,17.0,25.0,35.0
AUGUST2022,18.0,19.0,37.0,2.0
SEPTEMBER2022,23.0,16.0,16.0,25.0
OCTOBER2022,37.0,28.0,31.0,13.0
NOVEMBER2022,0.0,37.0,39.0,5.0
DECEMBER2022,18.0,34.0,4.0,13.0
JANUARY2023,21.0,14.0,32.0,33.0
FEBRUARY2023,0.0,25.0,8.0,3.0
MARCH2023,27.0,28.0,20.0,22.0
APRIL2023,25.0,24.0,8.0,30.0
MAY2023,32.0,7.0,22.0,5.0
JUNE2023,29.0,25.0,16.0,5.0
JULY2023,3.0,17.0,39.0,1.0
AUGUST2023,15.0,33.0,31.0,14.0
SEPTEMBER2023,8.0,37.0,39.0,23.0
OCTOBER2023,7.0,36.0,8.0,4.0
NOVEMBER2023,0.0,6.0,33.0,14.0
DECEMBER2023,6.0,36.0,3.0,11.0
JANUARY2024,17.0,6.0,15.0,35.0
FEBRUARY2024,13.0,10.0,39.0,35.0
MARCH2024,23.0,32.0,11.0,5.0
APRIL2024,7.0,8.0,27.0,21.0
MAY2024,31.0,31.0,38.0,35.0
JUNE2024,11.0,9.0,26.0,9.0
JULY2024,13.0,11.0,7.0,10.0
AUGUST2024,16.0,37.0,34.0,34.0
SEPTEMBER2024,26.0,28.0,17.0,6.0
OCTOBER2024,13.0,20.0,19.0,19.0
NOVEMBER2024,0,0,0,0 
DECEMBER2024,0,0,0,0 
JANUARY2025,0,0,0,0 
FEBRUARY2025,0,0,0,0 
MARCH2025,0,0,0,0 
APRIL2025,0,0,0,0 
MAY2025,0,0,0,0 
JUNE2025,0,0,0,0 
JULY2025,0,0,0,0 
AUGUST2025,0,0,0,0 
SEPTEMBER2025,0,0,0,0 
OCTOBER2025,0,0,0,0 
NOVEMBER2024,0,0,0,0 
DECEMBER2024,0,0,0,0 
JANUARY2025,0,0,0,0 
FEBRUARY2025,0,0,0,0 
MARCH2025,0,0,0,0 
APRIL2025,0,0,0,0 
MAY2025,0,0,0,0 
JUNE2025,0,0,0,0 
JULY2025,0,0,0,0 
AUGUST2025,0,0,0,0 
SEPTEMBER2025,0,0,0,0 
OCTOBER2025,0,0,0,0 
