JANUARY2020,14.0,13.0,39.0,18.0
FEBRUARY2020,36.0,36.0,8.0,27.0
MARCH2020,10.0,4.0,5.0,3.0
APRIL2020,14.0,23.0,34.0,27.0
MAY2020,20.0,21.0,15.0,14.0
JUNE2020,37.0,28.0,12.0,23.0
JULY2020,35.0,15.0,26.0,28.0
AUGUST2020,22.0,15.0,1.0,8.0
SEPTEMBER2020,9.0,35.0,20.0,9.0
OCTOBER2020,39.0,27.0,22.0,30.0
NOVEMBER2020,7.0,33.0,2.0,17.0
DECEMBER2020,0.0,28.0,18.0,1.0
JANUARY2021,7.0,4.0,29.0,34.0
FEBRUARY2021,13.0,9.0,27.0,25.0
MARCH2021,38.0,27.0,23.0,12.0
APRIL2021,36.0,13.0,3.0,15.0
MAY2021,18.0,20.0,19.0,25.0
JUNE2021,12.0,12.0,15.0,16.0
JULY2021,14.0,15.0,32.0,39.0
AUGUST2021,10.0,19.0,26.0,36.0
SEPTEMBER2021,21.0,20.0,8.0,6.0
OCTOBER2021,30.0,38.0,25.0,14.0
NOVEMBER2021,20.0,36.0,10.0,15.0
DECEMBER2021,0.0,19.0,8.0,13.0
JANUARY2022,37.0,21.0,29.0,33.0
FEBRUARY2022,5.0,37.0,22.0,33.0
MARCH2022,28.0,17.0,14.0,18.0
APRIL2022,33.0,0.0,8.0,17.0
MAY2022,37.0,37.0,8.0,4.0
JUNE2022,37.0,38.0,3.0,22.0
JULY2022,17.0,30.0,20.0,39.0
AUGUST2022,28.0,0.0,28.0,1.0
SEPTEMBER2022,1.0,18.0,9.0,34.0
OCTOBER2022,23.0,10.0,26.0,15.0
NOVEMBER2022,31.0,33.0,24.0,26.0
DECEMBER2022,7.0,14.0,5.0,25.0
JANUARY2023,13.0,35.0,31.0,12.0
FEBRUARY2023,7.0,20.0,7.0,29.0
MARCH2023,26.0,23.0,8.0,39.0
APRIL2023,19.0,2.0,5.0,29.0
MAY2023,37.0,36.0,5.0,2.0
JUNE2023,11.0,14.0,37.0,8.0
JULY2023,18.0,10.0,24.0,22.0
AUGUST2023,14.0,8.0,34.0,34.0
SEPTEMBER2023,33.0,18.0,30.0,29.0
OCTOBER2023,23.0,4.0,18.0,38.0
NOVEMBER2023,23.0,14.0,16.0,7.0
DECEMBER2023,23.0,19.0,24.0,16.0
JANUARY2024,10.0,6.0,1.0,28.0
FEBRUARY2024,30.0,1.0,28.0,11.0
MARCH2024,16.0,8.0,32.0,16.0
APRIL2024,12.0,19.0,24.0,6.0
MAY2024,12.0,1.0,4.0,17.0
JUNE2024,5.0,36.0,4.0,36.0
JULY2024,38.0,28.0,32.0,30.0
AUGUST2024,9.0,22.0,11.0,18.0
SEPTEMBER2024,37.0,29.0,18.0,38.0
OCTOBER2024,24.0,5.0,31.0,23.0
NOVEMBER2024,0,0,0,0
DECEMBER2024,0,0,0,0
