JANUARY2020,28.0,0.0,39.0,14.0
FEBRUARY2020,20.0,38.0,33.0,18.0
MARCH2020,10.0,36.0,18.0,35.0
APRIL2020,15.0,22.0,19.0,25.0
MAY2020,3.0,19.0,37.0,30.0
JUNE2020,24.0,21.0,24.0,35.0
JULY2020,14.0,29.0,4.0,16.0
AUGUST2020,19.0,5.0,0.0,5.0
SEPTEMBER2020,38.0,25.0,19.0,29.0
OCTOBER2020,18.0,37.0,8.0,4.0
NOVEMBER2020,25.0,6.0,14.0,6.0
DECEMBER2020,19.0,24.0,25.0,38.0
JANUARY2021,2.0,18.0,12.0,32.0
FEBRUARY2021,22.0,11.0,13.0,0.0
MARCH2021,0.0,0.0,3.0,18.0
APRIL2021,37.0,16.0,1.0,28.0
MAY2021,4.0,18.0,18.0,28.0
JUNE2021,37.0,22.0,38.0,29.0
JULY2021,32.0,23.0,19.0,20.0
AUGUST2021,13.0,11.0,5.0,27.0
SEPTEMBER2021,3.0,15.0,29.0,18.0
OCTOBER2021,39.0,26.0,11.0,23.0
NOVEMBER2021,37.0,5.0,33.0,13.0
DECEMBER2021,28.0,38.0,29.0,25.0
JANUARY2022,34.0,13.0,20.0,13.0
FEBRUARY2022,38.0,35.0,3.0,22.0
MARCH2022,33.0,20.0,20.0,22.0
APRIL2022,32.0,10.0,23.0,16.0
MAY2022,19.0,13.0,14.0,33.0
JUNE2022,39.0,35.0,33.0,9.0
JULY2022,12.0,31.0,2.0,34.0
AUGUST2022,11.0,9.0,26.0,7.0
SEPTEMBER2022,21.0,39.0,28.0,15.0
OCTOBER2022,20.0,1.0,12.0,21.0
NOVEMBER2022,25.0,7.0,34.0,0.0
DECEMBER2022,22.0,33.0,11.0,27.0
JANUARY2023,15.0,32.0,17.0,8.0
FEBRUARY2023,26.0,16.0,38.0,24.0
MARCH2023,32.0,33.0,29.0,23.0
APRIL2023,24.0,12.0,37.0,0.0
MAY2023,17.0,24.0,28.0,29.0
JUNE2023,27.0,1.0,29.0,22.0
JULY2023,8.0,38.0,39.0,18.0
AUGUST2023,17.0,19.0,6.0,16.0
SEPTEMBER2023,6.0,18.0,17.0,13.0
OCTOBER2023,20.0,37.0,32.0,21.0
NOVEMBER2023,2.0,32.0,21.0,27.0
DECEMBER2023,21.0,22.0,8.0,28.0
JANUARY2024,13.0,33.0,8.0,25.0
FEBRUARY2024,11.0,5.0,25.0,18.0
MARCH2024,18.0,36.0,24.0,17.0
APRIL2024,38.0,27.0,25.0,27.0
MAY2024,36.0,9.0,27.0,37.0
JUNE2024,3.0,32.0,35.0,10.0
JULY2024,12.0,17.0,11.0,4.0
AUGUST2024,20.0,19.0,30.0,36.0
SEPTEMBER2024,6.0,37.0,22.0,17.0
OCTOBER2024,24.0,8.0,32.0,24.0
NOVEMBER2024,0,0,0,0 
DECEMBER2024,0,0,0,0 
JANUARY2025,0,0,0,0 
FEBRUARY2025,0,0,0,0 
MARCH2025,0,0,0,0 
APRIL2025,0,0,0,0 
MAY2025,0,0,0,0 
JUNE2025,0,0,0,0 
JULY2025,0,0,0,0 
AUGUST2025,0,0,0,0 
SEPTEMBER2025,0,0,0,0 
OCTOBER2025,0,0,0,0 
NOVEMBER2024,0,0,0,0 
DECEMBER2024,0,0,0,0 
JANUARY2025,0,0,0,0 
FEBRUARY2025,0,0,0,0 
MARCH2025,0,0,0,0 
APRIL2025,0,0,0,0 
MAY2025,0,0,0,0 
JUNE2025,0,0,0,0 
JULY2025,0,0,0,0 
AUGUST2025,0,0,0,0 
SEPTEMBER2025,0,0,0,0 
OCTOBER2025,0,0,0,0 
