JANUARY2020,0.0,0.0,0.0,0.0
FEBRUARY2020,0.0,0.0,0.0,0.0
MARCH2020,0.0,0.0,0.0,0.0
APRIL2020,0.0,0.0,0.0,0.0
MAY2020,0.0,0.0,0.0,0.0
JUNE2020,0.0,0.0,0.0,0.0
JULY2020,0.0,0.0,0.0,0.0
AUGUST2020,0.0,0.0,0.0,0.0
SEPTEMBER2020,0.0,0.0,0.0,0.0
OCTOBER2020,0.0,0.0,0.0,0.0
NOVEMBER2020,0.0,0.0,0.0,0.0
DECEMBER2020,0.0,0.0,0.0,0.0
JANUARY2021,0.0,0.0,0.0,0.0
FEBRUARY2021,0.0,0.0,0.0,0.0
MARCH2021,0.0,0.0,0.0,0.0
APRIL2021,0.0,0.0,0.0,0.0
MAY2021,0.0,0.0,0.0,0.0
JUNE2021,0.0,0.0,0.0,0.0
JULY2021,0.0,0.0,0.0,0.0
AUGUST2021,0.0,0.0,0.0,0.0
SEPTEMBER2021,0.0,0.0,0.0,0.0
OCTOBER2021,0.0,0.0,0.0,0.0
NOVEMBER2021,0.0,0.0,0.0,0.0
DECEMBER2021,0.0,0.0,0.0,0.0
JANUARY2022,0.0,0.0,0.0,0.0
FEBRUARY2022,0.0,0.0,0.0,0.0
MARCH2022,0.0,0.0,0.0,0.0
APRIL2022,0.0,0.0,0.0,0.0
MAY2022,0.0,0.0,0.0,0.0
JUNE2022,0.0,0.0,0.0,0.0
JULY2022,0.0,0.0,0.0,0.0
AUGUST2022,0.0,0.0,0.0,0.0
SEPTEMBER2022,0.0,0.0,0.0,0.0
OCTOBER2022,0.0,0.0,0.0,0.0
NOVEMBER2022,0.0,0.0,0.0,0.0
DECEMBER2022,0.0,0.0,0.0,0.0
JANUARY2023,0.0,0.0,0.0,0.0
FEBRUARY2023,0.0,0.0,0.0,0.0
MARCH2023,0.0,0.0,0.0,0.0
APRIL2023,0.0,0.0,0.0,0.0
MAY2023,0.0,0.0,0.0,0.0
JUNE2023,0.0,0.0,0.0,0.0
JULY2023,0.0,0.0,0.0,0.0
AUGUST2023,0.0,0.0,0.0,0.0
SEPTEMBER2023,0.0,0.0,0.0,0.0
OCTOBER2023,0.0,0.0,0.0,0.0
NOVEMBER2023,0.0,0.0,0.0,0.0
DECEMBER2023,0.0,0.0,0.0,0.0
JANUARY2024,0.0,0.0,0.0,0.0
FEBRUARY2024,0.0,0.0,0.0,0.0
MARCH2024,0.0,0.0,0.0,0.0
APRIL2024,0.0,0.0,0.0,0.0
MAY2024,0.0,0.0,0.0,0.0
JUNE2024,0.0,0.0,0.0,0.0
JULY2024,0.0,0.0,0.0,0.0
AUGUST2024,0.0,0.0,0.0,0.0
SEPTEMBER2024,0.0,0.0,0.0,0.0
OCTOBER2024,0.0,0.0,0.0,0.0
NOVEMBER2024,0.0,0.0,0.0,0.0
